timesystem: Peter Denning, Robert Ashenhurst, David Patterson, Hctor GarcaMolina, Mark Doernhoefer, Donald Towsley, Michael Stonebraker, Mahmut T Kandemir, Mark Thorson, Thomas Anderson, Randy Katz, Alexander Aiken, Henry Levy, Michael Carey, Marianne Winslett, Trevor Mudge, Andy Wellings, James Larus, Rockford Ross, Alan Burns, David DeWitt, Margaret Martonosi, James Gray, Ion Stoica, David Parnas, Larry Peterson, David R Cheriton, Frank Mueller, Stefano Ceri, Yale N Patt
market: Peter Denning, Robert Ashenhurst, David Patterson, Peter Neumann, Hctor GarcaMolina, Michael Stonebraker, Mark Thorson, Diane Crawford, Randy Katz, Henry Levy, Philip S Yu, Jon Crowcroft, Marianne Winslett, James Gray, Henry M Walker, Brad Myers, Nick Feamster, Laurence Press, Paul Frenger, Elisa Bertino, George NevilleNeil, Peter Wegner, Hal Berghel, Mark Guzdial, Aaron Weiss, Hari Balakrishnan, Eric Roberts, Aaron Marcus, John C Lui, Mordechai Moti BenAri
store: Peter Denning, Kathryn McKinley, Robert Ashenhurst, David Patterson, Hctor GarcaMolina, Mark Doernhoefer, Rajeev Gupta, Michael Stonebraker, Mark Thorson, Diane Crawford, Mary Lou Soffa, Alexander Aiken, John Hennessy, Philip S Yu, Andy Wellings, Phillip B Gibbons, Rastislav Bodk, Alan Burns, Mooly Sagiv, Andries van Dam, Susan Eggers, Laurence Press, Frank Mueller, Todd C Mowry, Aaron Weiss, Mateo Valero, Scott Mahlke, Doug Burger, Jens Palsberg, Martn Abadi
newapproach: Peter Denning, Scott Shenker, Mark Doernhoefer, Frans Kaashoek, Michael Stonebraker, Mahmut T Kandemir, Jennifer Rexford, Ben Shneiderman, Jon Crowcroft, Marianne Winslett, Andy Wellings, Rockford Ross, Alan Burns, Mooly Sagiv, David Parnas, Larry Peterson, Yuanyuan Zhou, Michael Hicks, Nick Feamster, Frank Mueller, Stefano Ceri, Lieven Eeckhout, Hal Berghel, Keshav Pingali, William Tracz, Jan Vitek, David Maier, Craig Chambers, Patrick Hanrahan, Hanan Samet
localdata: David Patterson, Hctor GarcaMolina, Rajeev Gupta, Martin Rinard, Frans Kaashoek, Michael Stonebraker, Mahmut T Kandemir, Jennifer Rexford, Mark Hill, Thomas Anderson, Alexander Aiken, Henry Levy, Philip S Yu, Michael Carey, Nikil D Dutt, Amin Vahdat, Monica Lam, Jeffrey Ullman, James Larus, Thomas Gro, David DeWitt, James Gray, Deborah Estrin, Christoforos Kozyrakis, Saman Amarasinghe, Barbara Liskov, Ramesh Govindan, David R Cheriton, David Wood, Andries van Dam
instructcach: Kathryn McKinley, David Patterson, Donald Towsley, Rajeev Gupta, Mahmut T Kandemir, Mark Thorson, Mark Hill, Thomas Anderson, John Hennessy, Henry Levy, Nikil D Dutt, Trevor Mudge, Phillip B Gibbons, Amer Diwan, Rastislav Bodk, David Bacon, Margaret Martonosi, Christoforos Kozyrakis, Saman Amarasinghe, Larry Peterson, David Wood, Susan Eggers, Sarita V Adve, Frank Mueller, Anoop Gupta, Yale N Patt, Lieven Eeckhout, Brian Bershad, Jeffrey Mogul, Keshav Pingali
select: Scott Shenker, Donald Towsley, Rajeev Gupta, Frans Kaashoek, Michael Stonebraker, Jennifer Rexford, Ben Shneiderman, Mary Lou Soffa, Joseph Hellerstein, Marianne Winslett, Jeffrey Ullman, Andy Wellings, Rockford Ross, Rachid Guerraoui, Amer Diwan, Rastislav Bodk, Alan Burns, David DeWitt, Henry M Walker, Edward Lazowska, Brad Myers, David Parnas, Nick Feamster, Yannis Ioannidis, Lieven Eeckhout, George NevilleNeil, George Varghese, Raghu Ramakrishnan, William Tracz, Beth Simon
memorisize: Peter Denning, Kathryn McKinley, David Patterson, Hctor GarcaMolina, Martin Rinard, Mahmut T Kandemir, Mark Thorson, Mark Hill, Mary Lou Soffa, Randy Katz, John Hennessy, Henry Levy, Michael Carey, Nikil D Dutt, Trevor Mudge, Jeffrey Ullman, Phillip B Gibbons, Rastislav Bodk, David Bacon, David DeWitt, Margaret Martonosi, James Gray, Saman Amarasinghe, David R Cheriton, Yuanyuan Zhou, David Wood, Susan Eggers, Sarita V Adve, Yannis Ioannidis, George Varghese
differsystem: Scott Shenker, Hctor GarcaMolina, Donald Towsley, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Mark Hill, Ben Shneiderman, Thomas Anderson, Philip S Yu, Jon Crowcroft, Michael Carey, Marianne Winslett, Amin Vahdat, Monica Lam, Trevor Mudge, Thomas Gro, Rockford Ross, Rachid Guerraoui, Edward Lazowska, Saman Amarasinghe, David R Cheriton, Yuanyuan Zhou, David Wood, Andries van Dam, Yannis Ioannidis, Frank Mueller, Brian Bershad, Geoffrey M Voelker, Sushil Jajodia
newprogram: Peter Denning, Kathryn McKinley, Robert Ashenhurst, Peter Neumann, Martin Rinard, Frans Kaashoek, Diane Crawford, Mary Lou Soffa, Alexander Aiken, Marianne Winslett, Monica Lam, Andy Wellings, Thomas Gro, Rockford Ross, Mooly Sagiv, Brad Myers, Peter Henderson, David Parnas, Mary Beth Rosson, David R Cheriton, Michael Hicks, Laurence Press, Lieven Eeckhout, Mark Guzdial, Mary Shaw, Keshav Pingali, Raghu Ramakrishnan, William Tracz, Beth Simon, Diane Crawford
newvalu: Peter Denning, Kathryn McKinley, Hctor GarcaMolina, Rajeev Gupta, Martin Rinard, Frans Kaashoek, Michael Stonebraker, Mary Lou Soffa, Alexander Aiken, John Hennessy, Michael Carey, Amin Vahdat, Monica Lam, Andy Wellings, Phillip B Gibbons, Rachid Guerraoui, Rastislav Bodk, Alan Burns, Mooly Sagiv, Brad Myers, Barbara Liskov, Michael Hicks, Sarita V Adve, Elisa Bertino, Peter Wegner, George Varghese, Keshav Pingali, Sushil Jajodia, Diane Crawford, Timothy Sherwood
performimprov: Kathryn McKinley, David Patterson, Rajeev Gupta, Frans Kaashoek, Mahmut T Kandemir, Jennifer Rexford, Mark Hill, Lixia Zhang, Thomas Anderson, Mary Lou Soffa, Randy Katz, John Hennessy, Henry Levy, Philip S Yu, Nikil D Dutt, Trevor Mudge, Thomas Gro, Phillip B Gibbons, Amer Diwan, Rastislav Bodk, Margaret Martonosi, Edward Lazowska, Larry Peterson, David R Cheriton, Yuanyuan Zhou, Nick Feamster, Susan Eggers, Sarita V Adve, Anoop Gupta, Kang G Shin
answer: Peter Denning, Robert Ashenhurst, Peter Neumann, Hctor GarcaMolina, Mark Doernhoefer, Michael Stonebraker, Mark Thorson, Diane Crawford, Joseph Hellerstein, Jon Crowcroft, Marianne Winslett, Jeffrey Ullman, Phillip B Gibbons, Amer Diwan, David DeWitt, James Gray, Henry M Walker, Brad Myers, Peter Henderson, David Parnas, Paul Frenger, Stefano Ceri, John M Carroll, Elisa Bertino, Mark Guzdial, Jeffrey Mogul, Sushil Jajodia, William Tracz, Beth Simon, David Maier
place: Robert Ashenhurst, Scott Shenker, Peter Neumann, Mark Doernhoefer, Michael Stonebraker, Mark Thorson, Jennifer Rexford, Diane Crawford, Joseph Hellerstein, Jon Crowcroft, Marianne Winslett, Andy Wellings, Alan Burns, Henry M Walker, Peter Henderson, Laurence Press, Paul Frenger, John M Carroll, George NevilleNeil, Hal Berghel, Sushil Jajodia, William Tracz, Diane Crawford, Aaron Weiss, Hari Balakrishnan, Scott Mahlke, Eric Roberts, Susan Rodger, Aaron Marcus, Owen Astrachan
mobil: Kathryn McKinley, Scott Shenker, Peter Neumann, Mark Doernhoefer, Donald Towsley, Frans Kaashoek, Mahmut T Kandemir, Lixia Zhang, Diane Crawford, Ben Shneiderman, Randy Katz, Henry Levy, Jon Crowcroft, Nikil D Dutt, Amin Vahdat, Monica Lam, Phillip B Gibbons, Rachid Guerraoui, Margaret Martonosi, James Gray, Deborah Estrin, David R Cheriton, Kang G Shin, Stefano Ceri, George NevilleNeil, Geoffrey M Voelker, Sushil Jajodia, Aaron Weiss, Doug Burger, Aaron Marcus
parallelsystem: Peter Denning, Kathryn McKinley, David Patterson, Donald Towsley, Rajeev Gupta, Martin Rinard, Frans Kaashoek, Mark Hill, Lixia Zhang, Diane Crawford, Mary Lou Soffa, Alexander Aiken, John Hennessy, Monica Lam, Andy Wellings, James Larus, Thomas Gro, Alan Burns, David DeWitt, James Gray, Peter Henderson, Christoforos Kozyrakis, Saman Amarasinghe, David Wood, Yannis Ioannidis, Paul Frenger, Anoop Gupta, Keshav Pingali, Geoffrey M Voelker, Anant Agarwal
accesstime: Peter Denning, David Patterson, Rajeev Gupta, Frans Kaashoek, Michael Stonebraker, Mahmut T Kandemir, Mark Thorson, Mark Hill, Randy Katz, John Hennessy, Henry Levy, Nikil D Dutt, Trevor Mudge, Andy Wellings, James Larus, Alan Burns, David DeWitt, James Gray, Deborah Estrin, David R Cheriton, Yuanyuan Zhou, David Wood, Sarita V Adve, Frank Mueller, Anoop Gupta, Kang G Shin, Yale N Patt, Lieven Eeckhout, George Varghese, Jeffrey Mogul
bestperform: Kathryn McKinley, David Patterson, Rajeev Gupta, Martin Rinard, Mark Hill, Lixia Zhang, Mary Lou Soffa, Randy Katz, Joseph Hellerstein, Henry Levy, Philip S Yu, Michael Carey, Nikil D Dutt, Thomas Gro, Phillip B Gibbons, Amer Diwan, David DeWitt, Christoforos Kozyrakis, Saman Amarasinghe, David R Cheriton, Yuanyuan Zhou, David Wood, Michael Hicks, Nick Feamster, Susan Eggers, Sarita V Adve, Anoop Gupta, Yale N Patt, Lieven Eeckhout, Keshav Pingali
cachdata: Kathryn McKinley, David Patterson, Rajeev Gupta, Martin Rinard, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Mark Hill, Lixia Zhang, Thomas Anderson, Mary Lou Soffa, Randy Katz, Alexander Aiken, John Hennessy, Henry Levy, Michael Carey, Nikil D Dutt, Monica Lam, Trevor Mudge, James Larus, Margaret Martonosi, Mooly Sagiv, Edward Lazowska, Saman Amarasinghe, Larry Peterson, David R Cheriton, Yuanyuan Zhou, David Wood, Susan Eggers, Sarita V Adve
person: Peter Denning, Robert Ashenhurst, Peter Neumann, Hctor GarcaMolina, Mark Doernhoefer, Jennifer Rexford, Diane Crawford, Ben Shneiderman, Philip S Yu, Marianne Winslett, Rockford Ross, Phillip B Gibbons, James Gray, Peter Henderson, David Parnas, Laurence Press, Yannis Ioannidis, Paul Frenger, Stefano Ceri, John M Carroll, George NevilleNeil, Hal Berghel, Mary Shaw, William Tracz, Beth Simon, Diane Crawford, Jean Sammet, Eric Roberts, Susan Rodger, Aaron Marcus
abil: Peter Denning, Robert Ashenhurst, Scott Shenker, Peter Neumann, Mark Doernhoefer, Martin Rinard, Michael Stonebraker, Jennifer Rexford, Diane Crawford, Ben Shneiderman, Joseph Hellerstein, Jon Crowcroft, Marianne Winslett, Rockford Ross, David Bacon, Henry M Walker, Peter Henderson, David Parnas, Barbara Liskov, Mary Beth Rosson, Nick Feamster, Paul Frenger, George NevilleNeil, Hal Berghel, Mary Shaw, Beth Simon, Diane Crawford, Timothy Sherwood, Owen Astrachan, Tony Clear
differcach: Kathryn McKinley, David Patterson, Scott Shenker, Rajeev Gupta, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Mark Hill, Lixia Zhang, Thomas Anderson, Mary Lou Soffa, Randy Katz, John Hennessy, Michael Carey, Nikil D Dutt, Trevor Mudge, James Larus, Phillip B Gibbons, Rastislav Bodk, Margaret Martonosi, Christoforos Kozyrakis, Saman Amarasinghe, David R Cheriton, Yuanyuan Zhou, Michael Hicks, Susan Eggers, Frank Mueller, Anoop Gupta, Yale N Patt, Lieven Eeckhout
base: Robert Ashenhurst, Scott Shenker, Michael Stonebraker, Mahmut T Kandemir, Mark Thorson, Mark Hill, Ben Shneiderman, Randy Katz, Joseph Hellerstein, Jeffrey Ullman, Andy Wellings, Amer Diwan, Rastislav Bodk, Alan Burns, Margaret Martonosi, Henry M Walker, David Parnas, Barbara Liskov, Sarita V Adve, Yannis Ioannidis, Paul Frenger, George NevilleNeil, Raghu Ramakrishnan, Norman P Jouppi, Aaron Weiss, Eric Roberts, Donald P Greenberg, Thomas Reps, Tony Clear, Jennifer Widom
performdata: Kathryn McKinley, Hctor GarcaMolina, Mark Doernhoefer, Rajeev Gupta, Frans Kaashoek, Mahmut T Kandemir, Ben Shneiderman, John Hennessy, Henry Levy, Nikil D Dutt, Amin Vahdat, Monica Lam, Trevor Mudge, James Larus, Thomas Gro, Amer Diwan, Margaret Martonosi, Henry M Walker, Edward Lazowska, Deborah Estrin, Saman Amarasinghe, Nick Feamster, Susan Eggers, Laurence Press, Anoop Gupta, Yale N Patt, Lieven Eeckhout, Beth Simon, Norman P Jouppi, Anant Agarwal
ip: Scott Shenker, Mark Doernhoefer, Donald Towsley, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Jennifer Rexford, Lixia Zhang, Diane Crawford, Thomas Anderson, Mary Lou Soffa, Jon Crowcroft, Amin Vahdat, Mooly Sagiv, Edward Lazowska, Ion Stoica, Ramesh Govindan, Larry Peterson, David R Cheriton, Nick Feamster, Susan Eggers, Laurence Press, Paul Frenger, Kang G Shin, George NevilleNeil, Peter Wegner, Hal Berghel, Mark Guzdial, George Varghese, Jeffrey Mogul
integ: Peter Denning, Peter Neumann, Martin Rinard, Frans Kaashoek, Mark Thorson, Jennifer Rexford, Diane Crawford, Mary Lou Soffa, John Hennessy, Monica Lam, Trevor Mudge, Jeffrey Ullman, Amer Diwan, Alan Burns, Margaret Martonosi, Mooly Sagiv, Peter Henderson, David Parnas, Susan Eggers, Paul Frenger, Yale N Patt, Peter Wegner, Hal Berghel, Mary Shaw, Diane Crawford, Norman P Jouppi, Patrick Hanrahan, Jean Sammet, Mateo Valero, Eric Roberts
sens: Peter Denning, Robert Ashenhurst, Peter Neumann, Mark Doernhoefer, Mark Thorson, Diane Crawford, Jon Crowcroft, Marianne Winslett, Andy Wellings, Thomas Gro, Rockford Ross, Rachid Guerraoui, Amer Diwan, Alan Burns, David Parnas, Michael Hicks, Andries van Dam, Laurence Press, Paul Frenger, John M Carroll, George NevilleNeil, Hal Berghel, Mark Guzdial, Diane Crawford, Jean Sammet, Alexander Wolf, Eric Roberts, Owen Astrachan, Michael Scott, Edward Coffman
segment: Peter Denning, Robert Ashenhurst, Peter Neumann, Frans Kaashoek, Michael Stonebraker, Mark Thorson, Thomas Anderson, Randy Katz, Henry Levy, Philip S Yu, Jon Crowcroft, Jeffrey Ullman, Thomas Gro, Edward Lazowska, Peter Henderson, Barbara Liskov, Larry Peterson, David R Cheriton, Andries van Dam, Yale N Patt, George Varghese, Jeffrey Mogul, Geoffrey M Voelker, Mendel Rosenblum, Patrick Hanrahan, Hanan Samet, Simon Peyton Jones, Donald P Greenberg, Andrew Tanenbaum, Ken Kennedy
newuser: Peter Denning, Kathryn McKinley, David Patterson, Scott Shenker, Peter Neumann, Hctor GarcaMolina, Mark Doernhoefer, Frans Kaashoek, Michael Stonebraker, Lixia Zhang, Ben Shneiderman, Thomas Anderson, Randy Katz, Joseph Hellerstein, Henry Levy, Jon Crowcroft, Michael Carey, Rachid Guerraoui, Ion Stoica, Deborah Estrin, Brad Myers, Barbara Liskov, Mary Beth Rosson, Michael Hicks, Laurence Press, Yannis Ioannidis, Stefano Ceri, John M Carroll, Elisa Bertino, Brian Bershad
iter: Kathryn McKinley, David Patterson, Rajeev Gupta, Mahmut T Kandemir, Mark Thorson, Thomas Anderson, Mary Lou Soffa, Alexander Aiken, Joseph Hellerstein, Michael Carey, Nikil D Dutt, Amin Vahdat, Monica Lam, Jeffrey Ullman, Andy Wellings, Rockford Ross, Phillip B Gibbons, David Bacon, Alan Burns, Margaret Martonosi, Mooly Sagiv, Edward Lazowska, Ion Stoica, Peter Henderson, Saman Amarasinghe, Mary Beth Rosson, Frank Mueller, Kang G Shin, Stefano Ceri, Mark Guzdial
communicsystem: Peter Denning, Robert Ashenhurst, Peter Neumann, Donald Towsley, Frans Kaashoek, Jennifer Rexford, Diane Crawford, Ben Shneiderman, Thomas Anderson, Randy Katz, Henry Levy, Jon Crowcroft, Marianne Winslett, Nikil D Dutt, Andy Wellings, Thomas Gro, David Bacon, Mooly Sagiv, Edward Lazowska, Christoforos Kozyrakis, Larry Peterson, David R Cheriton, Yuanyuan Zhou, Nick Feamster, Laurence Press, Kang G Shin, George NevilleNeil, Brian Bershad, Keshav Pingali, Beth Simon
informscienc: Peter Denning, Robert Ashenhurst, David Patterson, Hctor GarcaMolina, Mark Doernhoefer, Ben Shneiderman, Thomas Anderson, Mary Lou Soffa, Randy Katz, Marianne Winslett, Thomas Gro, Amer Diwan, Henry M Walker, Edward Lazowska, Deborah Estrin, Mary Beth Rosson, Andries van Dam, Yannis Ioannidis, John M Carroll, Elisa Bertino, Peter Wegner, Mark Guzdial, William Tracz, Beth Simon, David Maier, Alexander Wolf, Eric Roberts, Susan Rodger, Tony Clear, Mordechai Moti BenAri
datamemori: Peter Denning, Peter Neumann, Hctor GarcaMolina, Donald Towsley, Rajeev Gupta, Martin Rinard, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Mark Hill, Randy Katz, John Hennessy, Henry Levy, Nikil D Dutt, Monica Lam, Trevor Mudge, Thomas Gro, David Bacon, Margaret Martonosi, Christoforos Kozyrakis, Saman Amarasinghe, David Wood, Andries van Dam, Susan Eggers, Sarita V Adve, Frank Mueller, Anoop Gupta, Yale N Patt, Lieven Eeckhout, Todd C Mowry
notic: Peter Denning, Robert Ashenhurst, Jennifer Rexford, Diane Crawford, Ben Shneiderman, Henry Levy, Monica Lam, Jeffrey Ullman, Rockford Ross, David Bacon, James Gray, Henry M Walker, Edward Lazowska, Peter Henderson, Mary Beth Rosson, Andries van Dam, Nick Feamster, Paul Frenger, Frank Mueller, Kang G Shin, Stefano Ceri, John M Carroll, Hal Berghel, Mark Guzdial, Mary Shaw, William Tracz, David Maier, Patrick Hanrahan, Hanan Samet, Alexander Wolf
physicmemori: Peter Neumann, Hctor GarcaMolina, Rajeev Gupta, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Jennifer Rexford, Mark Hill, Lixia Zhang, Thomas Anderson, Randy Katz, John Hennessy, Henry Levy, Nikil D Dutt, Amin Vahdat, Trevor Mudge, Andy Wellings, James Larus, Rastislav Bodk, David DeWitt, Margaret Martonosi, Edward Lazowska, Saman Amarasinghe, Larry Peterson, David R Cheriton, Yuanyuan Zhou, David Wood, Susan Eggers, Paul Frenger, Anoop Gupta
website: Peter Neumann, Hctor GarcaMolina, Mark Doernhoefer, Frans Kaashoek, Michael Stonebraker, Mark Thorson, Lixia Zhang, Diane Crawford, Ben Shneiderman, Thomas Anderson, Joseph Hellerstein, Philip S Yu, Amin Vahdat, Jeffrey Ullman, Rockford Ross, Phillip B Gibbons, David DeWitt, James Gray, Peter Henderson, Larry Peterson, Laurence Press, Stefano Ceri, George NevilleNeil, Hal Berghel, Geoffrey M Voelker, Jan Vitek, David Maier, Aaron Weiss, Phillip Bernstein, Dan Suciu
interv: Peter Denning, Kathryn McKinley, Donald Towsley, Rajeev Gupta, Martin Rinard, Michael Stonebraker, Mahmut T Kandemir, Jennifer Rexford, Ben Shneiderman, Mary Lou Soffa, Joseph Hellerstein, Philip S Yu, Jon Crowcroft, Marianne Winslett, Andy Wellings, Thomas Gro, Alan Burns, Margaret Martonosi, James Gray, Mooly Sagiv, Edward Lazowska, Christoforos Kozyrakis, David Parnas, Sarita V Adve, Frank Mueller, Anoop Gupta, Lieven Eeckhout, Elisa Bertino, George NevilleNeil, George Varghese
write: Kathryn McKinley, Martin Rinard, Michael Stonebraker, Mahmut T Kandemir, Mark Thorson, Mark Hill, Lixia Zhang, Randy Katz, Alexander Aiken, John Hennessy, Joseph Hellerstein, Michael Carey, Amin Vahdat, Trevor Mudge, Phillip B Gibbons, Rachid Guerraoui, Amer Diwan, Alan Burns, Edward Lazowska, Ion Stoica, Christoforos Kozyrakis, Barbara Liskov, David R Cheriton, David Wood, Susan Eggers, Sarita V Adve, Paul Frenger, Anoop Gupta, Yale N Patt, Todd C Mowry
bound: Peter Denning, Kathryn McKinley, Scott Shenker, Peter Neumann, Donald Towsley, Rajeev Gupta, Martin Rinard, Mark Thorson, Jennifer Rexford, Lixia Zhang, John Hennessy, Jon Crowcroft, Amin Vahdat, Monica Lam, Jeffrey Ullman, Andy Wellings, Phillip B Gibbons, Rachid Guerraoui, Rastislav Bodk, Alan Burns, Christoforos Kozyrakis, David R Cheriton, Frank Mueller, Susan Rodger, Phillip Bernstein, John C Lui, Dan Suciu, James Kurose, Guy E Blelloch, Dean M Tullsen
memorilocat: Peter Denning, Rajeev Gupta, Martin Rinard, Mahmut T Kandemir, Mark Thorson, Jennifer Rexford, Mark Hill, Mary Lou Soffa, Alexander Aiken, Nikil D Dutt, Monica Lam, Trevor Mudge, James Larus, Phillip B Gibbons, Rachid Guerraoui, Amer Diwan, Rastislav Bodk, David Bacon, David DeWitt, Mooly Sagiv, Saman Amarasinghe, Yuanyuan Zhou, Michael Hicks, Sarita V Adve, Paul Frenger, Yale N Patt, Lieven Eeckhout, George Varghese, Todd C Mowry, Anant Agarwal
parallelexecut: Rajeev Gupta, Martin Rinard, Michael Stonebraker, Mark Thorson, Alexander Aiken, Philip S Yu, Monica Lam, Trevor Mudge, Andy Wellings, James Larus, Thomas Gro, Phillip B Gibbons, Rachid Guerraoui, David Bacon, Alan Burns, David DeWitt, Margaret Martonosi, James Gray, Mooly Sagiv, Saman Amarasinghe, David Wood, Susan Eggers, Sarita V Adve, Yannis Ioannidis, Stefano Ceri, Yale N Patt, Lieven Eeckhout, Peter Wegner, Keshav Pingali, Todd C Mowry
systemcall: Kathryn McKinley, David Patterson, Martin Rinard, Frans Kaashoek, Mark Hill, Thomas Anderson, Randy Katz, Alexander Aiken, Joseph Hellerstein, Henry Levy, Jon Crowcroft, Amin Vahdat, Trevor Mudge, Thomas Gro, Amer Diwan, Alan Burns, Edward Lazowska, Deborah Estrin, Christoforos Kozyrakis, Saman Amarasinghe, Barbara Liskov, Ramesh Govindan, David R Cheriton, David Wood, Susan Eggers, Anoop Gupta, Kang G Shin, Yale N Patt, George NevilleNeil, Mary Shaw
systemcode: Kathryn McKinley, David Patterson, Mark Doernhoefer, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Diane Crawford, Thomas Anderson, Alexander Aiken, Henry Levy, Jon Crowcroft, Nikil D Dutt, Amin Vahdat, Trevor Mudge, James Larus, Amer Diwan, Margaret Martonosi, James Gray, Edward Lazowska, Christoforos Kozyrakis, Saman Amarasinghe, Barbara Liskov, Larry Peterson, David R Cheriton, Yuanyuan Zhou, Michael Hicks, Susan Eggers, Frank Mueller, George NevilleNeil, Hal Berghel
newstate: Peter Denning, Peter Neumann, Donald Towsley, Martin Rinard, Frans Kaashoek, Mahmut T Kandemir, Jennifer Rexford, Mary Lou Soffa, Randy Katz, Jon Crowcroft, Jeffrey Ullman, Thomas Gro, David Bacon, Mooly Sagiv, Barbara Liskov, Ramesh Govindan, Michael Hicks, Sarita V Adve, Yannis Ioannidis, Stefano Ceri, John M Carroll, Peter Wegner, George Varghese, Timothy Sherwood, Craig Chambers, Patrick Hanrahan, Simon Peyton Jones, Alexander Wolf, Doug Burger, Martn Abadi
stream: Scott Shenker, Hctor GarcaMolina, Donald Towsley, Rajeev Gupta, Michael Stonebraker, Mark Thorson, Lixia Zhang, Joseph Hellerstein, Philip S Yu, Jon Crowcroft, Marianne Winslett, Rachid Guerraoui, Rastislav Bodk, Christoforos Kozyrakis, Saman Amarasinghe, Yuanyuan Zhou, Michael Hicks, Frank Mueller, Stefano Ceri, Lieven Eeckhout, Hal Berghel, Jan Vitek, Anant Agarwal, Mendel Rosenblum, Patrick Hanrahan, Simon Peyton Jones, Alexander Wolf, Hari Balakrishnan, Mateo Valero, Scott Mahlke
manidata: Robert Ashenhurst, Hctor GarcaMolina, Martin Rinard, Michael Stonebraker, Mahmut T Kandemir, Mark Thorson, Jennifer Rexford, Thomas Anderson, Joseph Hellerstein, Michael Carey, Marianne Winslett, Amin Vahdat, Trevor Mudge, Jeffrey Ullman, Phillip B Gibbons, David Bacon, David DeWitt, Margaret Martonosi, James Gray, Deborah Estrin, Ramesh Govindan, Yuanyuan Zhou, Andries van Dam, Yannis Ioannidis, Anoop Gupta, Stefano Ceri, Lieven Eeckhout, George NevilleNeil, George Varghese, Keshav Pingali
channel: Peter Denning, Peter Neumann, Donald Towsley, Rajeev Gupta, Frans Kaashoek, Mahmut T Kandemir, Alexander Aiken, Jon Crowcroft, Andy Wellings, James Larus, Rachid Guerraoui, Alan Burns, Christoforos Kozyrakis, Saman Amarasinghe, Barbara Liskov, Larry Peterson, David Wood, Kang G Shin, Hal Berghel, George Varghese, Sushil Jajodia, William Tracz, Jan Vitek, Norman P Jouppi, Timothy Sherwood, Hari Balakrishnan, Aaron Marcus, Martn Abadi, Andrew Tanenbaum, Mark Horowitz
processtime: Peter Denning, Kathryn McKinley, David Patterson, Hctor GarcaMolina, Donald Towsley, Frans Kaashoek, Jennifer Rexford, Lixia Zhang, Thomas Anderson, Randy Katz, Joseph Hellerstein, Henry Levy, Philip S Yu, Amin Vahdat, Monica Lam, Trevor Mudge, Andy Wellings, Phillip B Gibbons, Rachid Guerraoui, David Bacon, Alan Burns, David DeWitt, Margaret Martonosi, James Gray, Edward Lazowska, Ion Stoica, Larry Peterson, David R Cheriton, Nick Feamster, Yannis Ioannidis
newset: Kathryn McKinley, Robert Ashenhurst, Hctor GarcaMolina, Mark Doernhoefer, Donald Towsley, Martin Rinard, Michael Stonebraker, Thomas Anderson, Alexander Aiken, Joseph Hellerstein, Michael Carey, Nikil D Dutt, Jeffrey Ullman, Andy Wellings, Phillip B Gibbons, Rachid Guerraoui, Mooly Sagiv, Brad Myers, Peter Henderson, Barbara Liskov, Mary Beth Rosson, Larry Peterson, Michael Hicks, Yannis Ioannidis, Stefano Ceri, Elisa Bertino, Sushil Jajodia, Raghu Ramakrishnan, Timothy Sherwood, David Culler
branch: Hctor GarcaMolina, Rajeev Gupta, Martin Rinard, Mahmut T Kandemir, Mark Thorson, Mark Hill, Thomas Anderson, Mary Lou Soffa, Alexander Aiken, John Hennessy, Henry Levy, Jon Crowcroft, Monica Lam, Trevor Mudge, James Larus, Thomas Gro, Rastislav Bodk, Margaret Martonosi, Christoforos Kozyrakis, Andries van Dam, Susan Eggers, Frank Mueller, Anoop Gupta, Yale N Patt, Lieven Eeckhout, George NevilleNeil, Brian Bershad, Todd C Mowry, Beth Simon, Norman P Jouppi
throughput: Scott Shenker, Donald Towsley, Rajeev Gupta, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Lixia Zhang, Thomas Anderson, Randy Katz, Henry Levy, Jon Crowcroft, Michael Carey, Trevor Mudge, James Larus, Thomas Gro, Rachid Guerraoui, Ion Stoica, Larry Peterson, David R Cheriton, Nick Feamster, Susan Eggers, Laurence Press, Kang G Shin, Lieven Eeckhout, George Varghese, Jeffrey Mogul, Geoffrey M Voelker, Timothy Sherwood, Hari Balakrishnan, Scott Mahlke
bug: Peter Denning, Kathryn McKinley, Robert Ashenhurst, Scott Shenker, Peter Neumann, Mark Doernhoefer, Rajeev Gupta, Frans Kaashoek, Mark Thorson, Mark Hill, Diane Crawford, Alexander Aiken, Thomas Gro, Rockford Ross, Phillip B Gibbons, Amer Diwan, Rastislav Bodk, Peter Henderson, Barbara Liskov, Yuanyuan Zhou, Sarita V Adve, George NevilleNeil, Hal Berghel, Mark Guzdial, Todd C Mowry, Beth Simon, Aaron Weiss, Hari Balakrishnan, Scott Mahlke, Eric Roberts
