item: Peter Denning, Robert Ashenhurst, Scott Shenker, Peter Neumann, Hctor GarcaMolina, Mark Doernhoefer, Mark Thorson, Diane Crawford, Ben Shneiderman, Philip S Yu, Jeffrey Ullman, Andy Wellings, Rachid Guerraoui, David Bacon, Margaret Martonosi, Brad Myers, Peter Henderson, Saman Amarasinghe, Mary Beth Rosson, Andries van Dam, Paul Frenger, Stefano Ceri, John M Carroll, Elisa Bertino, Hal Berghel, Keshav Pingali, Raghu Ramakrishnan, Aaron Weiss, Simon Peyton Jones, Jean Sammet
challeng: Peter Denning, David Patterson, Scott Shenker, Peter Neumann, Hctor GarcaMolina, Michael Stonebraker, Mark Thorson, Jennifer Rexford, Diane Crawford, Ben Shneiderman, Joseph Hellerstein, Philip S Yu, Jon Crowcroft, Jeffrey Ullman, James Larus, David DeWitt, James Gray, Henry M Walker, Brad Myers, Peter Henderson, Ramesh Govindan, Nick Feamster, Sarita V Adve, Yannis Ioannidis, Stefano Ceri, John M Carroll, Elisa Bertino, Mark Guzdial, Raghu Ramakrishnan, Beth Simon
newinform: Robert Ashenhurst, Scott Shenker, Peter Neumann, Hctor GarcaMolina, Mark Doernhoefer, Martin Rinard, Frans Kaashoek, Michael Stonebraker, Jennifer Rexford, Lixia Zhang, Ben Shneiderman, John Hennessy, Joseph Hellerstein, Philip S Yu, Michael Carey, Monica Lam, Jeffrey Ullman, Rockford Ross, Rachid Guerraoui, David DeWitt, James Gray, Henry M Walker, Deborah Estrin, Peter Henderson, Saman Amarasinghe, Barbara Liskov, Mary Beth Rosson, Yuanyuan Zhou, Michael Hicks, Nick Feamster
totaltime: Peter Denning, Kathryn McKinley, David Patterson, Hctor GarcaMolina, Donald Towsley, Rajeev Gupta, Martin Rinard, Mark Thorson, Ben Shneiderman, Thomas Anderson, John Hennessy, Joseph Hellerstein, Amin Vahdat, Trevor Mudge, Jeffrey Ullman, Andy Wellings, Rachid Guerraoui, Amer Diwan, David Bacon, Margaret Martonosi, James Gray, Edward Lazowska, Brad Myers, Barbara Liskov, Mary Beth Rosson, Michael Hicks, Sarita V Adve, Anoop Gupta, Yale N Patt, Lieven Eeckhout
typesystem: Peter Denning, Kathryn McKinley, Martin Rinard, Frans Kaashoek, Michael Stonebraker, Thomas Anderson, Mary Lou Soffa, Randy Katz, Alexander Aiken, Henry Levy, Jon Crowcroft, Michael Carey, Monica Lam, James Larus, Thomas Gro, Rachid Guerraoui, Amer Diwan, David Bacon, Alan Burns, David DeWitt, James Gray, Edward Lazowska, Brad Myers, Peter Henderson, Barbara Liskov, Mary Beth Rosson, Michael Hicks, Susan Eggers, Sarita V Adve, Yannis Ioannidis
runtim: Peter Denning, Scott Shenker, Hctor GarcaMolina, Rajeev Gupta, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Mark Hill, Mary Lou Soffa, Randy Katz, Alexander Aiken, John Hennessy, Joseph Hellerstein, Nikil D Dutt, Trevor Mudge, Andy Wellings, James Larus, Thomas Gro, Phillip B Gibbons, Amer Diwan, Rastislav Bodk, David Bacon, Alan Burns, Margaret Martonosi, Brad Myers, Christoforos Kozyrakis, Saman Amarasinghe, David Parnas, Andries van Dam, Susan Eggers
altabl: Donald Towsley, Rajeev Gupta, Martin Rinard, Mahmut T Kandemir, Jennifer Rexford, Lixia Zhang, Henry Levy, Philip S Yu, Jon Crowcroft, Marianne Winslett, Nikil D Dutt, Amin Vahdat, Trevor Mudge, Phillip B Gibbons, Rachid Guerraoui, David Bacon, David DeWitt, Margaret Martonosi, Mooly Sagiv, Deborah Estrin, Christoforos Kozyrakis, Mary Beth Rosson, Yuanyuan Zhou, Michael Hicks, Susan Eggers, Sarita V Adve, Frank Mueller, Stefano Ceri, Lieven Eeckhout, John M Carroll
newlanguag: Robert Ashenhurst, Hctor GarcaMolina, Frans Kaashoek, Michael Stonebraker, Diane Crawford, Mary Lou Soffa, Alexander Aiken, Joseph Hellerstein, Michael Carey, Andy Wellings, James Larus, Rockford Ross, Rachid Guerraoui, Rastislav Bodk, Alan Burns, Henry M Walker, Brad Myers, David Parnas, Michael Hicks, Sarita V Adve, Yannis Ioannidis, Paul Frenger, Stefano Ceri, Peter Wegner, Hal Berghel, Mark Guzdial, Mary Shaw, Raghu Ramakrishnan, William Tracz, Jan Vitek
log: David Patterson, Scott Shenker, Hctor GarcaMolina, Donald Towsley, Rajeev Gupta, Frans Kaashoek, Michael Stonebraker, Jennifer Rexford, Mark Hill, Lixia Zhang, Thomas Anderson, Randy Katz, Jon Crowcroft, Michael Carey, Jeffrey Ullman, Phillip B Gibbons, Rachid Guerraoui, Rastislav Bodk, David Bacon, David DeWitt, James Gray, Henry M Walker, Barbara Liskov, Larry Peterson, David R Cheriton, Yuanyuan Zhou, David Wood, Nick Feamster, Laurence Press, George NevilleNeil
userdata: Kathryn McKinley, David Patterson, Peter Neumann, Hctor GarcaMolina, Donald Towsley, Frans Kaashoek, Michael Stonebraker, Lixia Zhang, Diane Crawford, Thomas Anderson, Randy Katz, John Hennessy, Joseph Hellerstein, Henry Levy, Michael Carey, Monica Lam, Jeffrey Ullman, James Larus, Thomas Gro, David DeWitt, James Gray, Edward Lazowska, Deborah Estrin, Brad Myers, Ramesh Govindan, David R Cheriton, David Wood, Laurence Press, Anoop Gupta, Stefano Ceri
lock: Peter Denning, Kathryn McKinley, Peter Neumann, Hctor GarcaMolina, Rajeev Gupta, Martin Rinard, Frans Kaashoek, Michael Stonebraker, Mark Thorson, Diane Crawford, Thomas Anderson, Mary Lou Soffa, Alexander Aiken, John Hennessy, Henry Levy, Philip S Yu, Michael Carey, Marianne Winslett, Andy Wellings, James Larus, Rachid Guerraoui, Amer Diwan, David Bacon, Alan Burns, David DeWitt, James Gray, Mooly Sagiv, Christoforos Kozyrakis, Saman Amarasinghe, Barbara Liskov
workload: Kathryn McKinley, David Patterson, Scott Shenker, Rajeev Gupta, Mahmut T Kandemir, Mark Thorson, Mark Hill, Lixia Zhang, Thomas Anderson, Mary Lou Soffa, Randy Katz, John Hennessy, Joseph Hellerstein, Henry Levy, Philip S Yu, Jon Crowcroft, Michael Carey, Trevor Mudge, Rockford Ross, Phillip B Gibbons, Rachid Guerraoui, David DeWitt, Margaret Martonosi, Christoforos Kozyrakis, Ramesh Govindan, David R Cheriton, David Wood, Susan Eggers, Sarita V Adve, Anoop Gupta
singldata: David Patterson, Scott Shenker, Hctor GarcaMolina, Donald Towsley, Rajeev Gupta, Michael Stonebraker, Mahmut T Kandemir, Mark Thorson, Lixia Zhang, Thomas Anderson, Randy Katz, Alexander Aiken, John Hennessy, Joseph Hellerstein, Philip S Yu, Michael Carey, Monica Lam, Jeffrey Ullman, Thomas Gro, Phillip B Gibbons, Rastislav Bodk, David DeWitt, Margaret Martonosi, James Gray, Mooly Sagiv, Christoforos Kozyrakis, Saman Amarasinghe, Barbara Liskov, Larry Peterson, David R Cheriton
host: Robert Ashenhurst, Scott Shenker, Hctor GarcaMolina, Donald Towsley, Frans Kaashoek, Michael Stonebraker, Mark Thorson, Jennifer Rexford, Mark Hill, Lixia Zhang, Thomas Anderson, Randy Katz, Joseph Hellerstein, Henry Levy, Jon Crowcroft, Amin Vahdat, Monica Lam, Trevor Mudge, James Larus, Thomas Gro, Phillip B Gibbons, Mooly Sagiv, Ion Stoica, Larry Peterson, David R Cheriton, Yuanyuan Zhou, David Wood, Andries van Dam, Nick Feamster, Laurence Press
alacm: Kathryn McKinley, Donald Towsley, Rajeev Gupta, Mark Hill, Alexander Aiken, Joseph Hellerstein, Henry Levy, Philip S Yu, Nikil D Dutt, Amin Vahdat, Trevor Mudge, James Larus, Phillip B Gibbons, Rachid Guerraoui, David DeWitt, Mooly Sagiv, Edward Lazowska, Deborah Estrin, Brad Myers, Christoforos Kozyrakis, Ramesh Govindan, Yuanyuan Zhou, David Wood, Michael Hicks, Sarita V Adve, Yannis Ioannidis, Kang G Shin, Stefano Ceri, Lieven Eeckhout, Elisa Bertino
currentsystem: Peter Denning, Kathryn McKinley, Hctor GarcaMolina, Mark Doernhoefer, Martin Rinard, Frans Kaashoek, Michael Stonebraker, Mark Thorson, Lixia Zhang, Randy Katz, Joseph Hellerstein, Henry Levy, Jeffrey Ullman, Andy Wellings, James Larus, Thomas Gro, Rockford Ross, Amer Diwan, Alan Burns, David DeWitt, James Gray, Edward Lazowska, David Parnas, David Wood, Andries van Dam, Susan Eggers, Sarita V Adve, Anoop Gupta, Stefano Ceri, Hal Berghel
generat: Peter Denning, Kathryn McKinley, Robert Ashenhurst, Scott Shenker, Peter Neumann, Hctor GarcaMolina, Frans Kaashoek, Mark Thorson, Mary Lou Soffa, Randy Katz, John Hennessy, Marianne Winslett, Nikil D Dutt, Jeffrey Ullman, James Larus, Phillip B Gibbons, Amer Diwan, David Bacon, James Gray, Ramesh Govindan, Susan Eggers, Laurence Press, Paul Frenger, Stefano Ceri, Mark Guzdial, Mary Shaw, Keshav Pingali, William Tracz, Diane Crawford, Aaron Weiss
memoripage: Peter Denning, Kathryn McKinley, Scott Shenker, Hctor GarcaMolina, Rajeev Gupta, Frans Kaashoek, Michael Stonebraker, Mark Hill, Randy Katz, John Hennessy, Joseph Hellerstein, Henry Levy, Jon Crowcroft, Michael Carey, Monica Lam, Trevor Mudge, Jeffrey Ullman, James Larus, Amer Diwan, Rastislav Bodk, David Bacon, David DeWitt, Margaret Martonosi, Edward Lazowska, Saman Amarasinghe, David R Cheriton, Yuanyuan Zhou, David Wood, Susan Eggers, Frank Mueller
differapplic: Kathryn McKinley, Scott Shenker, Martin Rinard, Frans Kaashoek, Mahmut T Kandemir, Mark Thorson, Mark Hill, Lixia Zhang, Thomas Anderson, Mary Lou Soffa, Randy Katz, John Hennessy, Joseph Hellerstein, Philip S Yu, Jon Crowcroft, Nikil D Dutt, Amin Vahdat, Monica Lam, Andy Wellings, Thomas Gro, Phillip B Gibbons, Alan Burns, Margaret Martonosi, Ion Stoica, Deborah Estrin, Christoforos Kozyrakis, Saman Amarasinghe, Ramesh Govindan, David R Cheriton, Yuanyuan Zhou
assign: David Patterson, Donald Towsley, Rajeev Gupta, Mary Lou Soffa, Randy Katz, Alexander Aiken, Joseph Hellerstein, Philip S Yu, Nikil D Dutt, Amin Vahdat, Jeffrey Ullman, Thomas Gro, Rockford Ross, Amer Diwan, Rastislav Bodk, Mooly Sagiv, Henry M Walker, Peter Henderson, Mary Beth Rosson, Andries van Dam, Nick Feamster, Elisa Bertino, Peter Wegner, Hal Berghel, Mark Guzdial, Mary Shaw, Beth Simon, Norman P Jouppi, David Maier, Hari Balakrishnan
cpu: Peter Denning, David Patterson, Hctor GarcaMolina, Mark Doernhoefer, Donald Towsley, Mahmut T Kandemir, Mark Thorson, Jennifer Rexford, Mark Hill, John Hennessy, Philip S Yu, Michael Carey, Amin Vahdat, Trevor Mudge, Andy Wellings, Alan Burns, David DeWitt, James Gray, Ion Stoica, Deborah Estrin, Christoforos Kozyrakis, Saman Amarasinghe, Ramesh Govindan, Larry Peterson, David R Cheriton, David Wood, Andries van Dam, Nick Feamster, Susan Eggers, Yannis Ioannidis
today: Peter Denning, Robert Ashenhurst, David Patterson, Scott Shenker, Mark Doernhoefer, Michael Stonebraker, Jennifer Rexford, Lixia Zhang, Diane Crawford, Randy Katz, Jon Crowcroft, Michael Carey, Marianne Winslett, Trevor Mudge, Jeffrey Ullman, James Larus, Rockford Ross, James Gray, Edward Lazowska, Ion Stoica, Brad Myers, Andries van Dam, Nick Feamster, Laurence Press, Yannis Ioannidis, George NevilleNeil, Peter Wegner, Hal Berghel, Mark Guzdial, Mary Shaw
lemma: Scott Shenker, Donald Towsley, Martin Rinard, Frans Kaashoek, Jennifer Rexford, Alexander Aiken, Joseph Hellerstein, Philip S Yu, Jon Crowcroft, Michael Carey, Jeffrey Ullman, Rockford Ross, Phillip B Gibbons, Rachid Guerraoui, David DeWitt, Mooly Sagiv, Peter Henderson, Michael Hicks, Frank Mueller, Elisa Bertino, George Varghese, Keshav Pingali, Sushil Jajodia, David Maier, Craig Chambers, Hanan Samet, Susan Rodger, Maurice Herlihy, Jens Palsberg, Phillip Bernstein
webserver: Scott Shenker, Peter Neumann, Hctor GarcaMolina, Mark Doernhoefer, Frans Kaashoek, Michael Stonebraker, Mark Thorson, Jennifer Rexford, Lixia Zhang, Diane Crawford, Thomas Anderson, Randy Katz, Joseph Hellerstein, Henry Levy, Philip S Yu, Amin Vahdat, Trevor Mudge, Jeffrey Ullman, Phillip B Gibbons, David DeWitt, James Gray, Ion Stoica, Ramesh Govindan, Larry Peterson, David R Cheriton, Yuanyuan Zhou, Laurence Press, Kang G Shin, Stefano Ceri, George NevilleNeil
updat: Kathryn McKinley, Scott Shenker, Peter Neumann, Hctor GarcaMolina, Martin Rinard, Frans Kaashoek, Michael Stonebraker, Mark Thorson, Jennifer Rexford, Mark Hill, Lixia Zhang, Mary Lou Soffa, Randy Katz, Joseph Hellerstein, Philip S Yu, Jon Crowcroft, Michael Carey, Jeffrey Ullman, Phillip B Gibbons, Rachid Guerraoui, Rastislav Bodk, David DeWitt, Margaret Martonosi, James Gray, Mooly Sagiv, Deborah Estrin, Barbara Liskov, David Wood, Michael Hicks, Nick Feamster
newcode: Peter Denning, Kathryn McKinley, David Patterson, Peter Neumann, Mark Doernhoefer, Martin Rinard, Frans Kaashoek, Mark Thorson, Mary Lou Soffa, Alexander Aiken, Joseph Hellerstein, Henry Levy, Jon Crowcroft, James Larus, Thomas Gro, Amer Diwan, Rastislav Bodk, Brad Myers, Saman Amarasinghe, Barbara Liskov, Mary Beth Rosson, Larry Peterson, Michael Hicks, Susan Eggers, Paul Frenger, Frank Mueller, Lieven Eeckhout, John M Carroll, George NevilleNeil, Hal Berghel
webpage: Peter Neumann, Hctor GarcaMolina, Mark Doernhoefer, Michael Stonebraker, Lixia Zhang, Ben Shneiderman, Thomas Anderson, Joseph Hellerstein, Henry Levy, Philip S Yu, Michael Carey, Amin Vahdat, Jeffrey Ullman, Rockford Ross, David DeWitt, James Gray, Henry M Walker, Brad Myers, Peter Henderson, Christoforos Kozyrakis, Mary Beth Rosson, Larry Peterson, Laurence Press, Stefano Ceri, John M Carroll, George NevilleNeil, Hal Berghel, Mark Guzdial, Geoffrey M Voelker, Raghu Ramakrishnan
